;id;extractedDecision;sumOfMoney
2298;17192;"sygn.akt XIV C upr 262I . oddala apelację ;II . zasądza od powodów solidarnie na rzecz pozwanej kwotę 300 zł kosztów postępowaniaapelacyjnego ";300.0
2299;12795;"sygn. akt XI C 513I. zmienia zaskarżony wyrok w punkcie II w ten sposób, że zasądza od pozwanej na rzecz powoda dalszą kwotę 615,01 zł (sześćset piętnaście złotych jeden grosz) z ustawowymi odsetkami od dnia 26 sierpnia 2011r., oddalając powództwo w pozostałym zakresie;II. w pozostałej części apelację oddala; III. zasądza od pozwanej na rzecz powoda 121 zł kosztów procesu w postępowaniu apelacyjnym";615.01
2300;17258;"sygn. akt I C 249I. zmienia zaskarżony wyrok w punkcie I ten sposób, że zakazuje pozwanemu M. S. (1)parkowania samochodów, dokonywania ich remontów oraz wszelkich innych czynności dotyczących obsługi pojazdów na nieruchomości położonej w C.(...) w gminie K., dla której Sąd Rejonowy w Środzie Śląskiej prowadzi księgę wieczystą Kw. (...)oraz w punkcie II w ten sposób, że zasądza od pozwanego na rzecz powodów kwotę 100 zł kosztów postępowania pierwszoinstancyjnego; II. zasądza od pozwanego na rzecz powodów kwotę 100 zł kosztów postępowania apelacyjnego";200.0
2301;13609;"sygn. akt I C 1026I. oddala apelację;II. zasądza od strony pozwanej na rzecz powoda 1530, 97 zł kosztów postępowania apelacyjnego";0
2302;17194;"sygn. akt IX C 409I . zmienia zaskarżony wyrok w pkt I i II ten sposób, że termin wydania obunieruchomości wyznacza do dnia 31 sierpnia 2013 r . ;II . oddala apelację strony powodowej w pozostałym zakresie i oddala apelację stronypozwanej ;III . zasądza od strony pozwanej na rzecz strony powodowej 589 zł kosztówpostępowania apelacyjnego ";0
2303;17260;sygn. akt I C 502uchyla zaskarżony wyrok i przekazuje sprawę do ponownego rozpoznania Sądowi Rejonowemu dla Wrocławia- Krzyków we Wrocławiu, pozostawiając temu Sądowi rozstrzygnięcie o kosztach postępowania apelacyjnego;0
2304;13612;"sygn. akt VIII C 351I. zmienia zaskarżony wyrok w punkcie II w ten sposób, że zasądza od pozwanej na rzecz powoda dalszą kwotę 574 zł (pięćset siedemdziesiąt cztery złote) wraz z ustawowymi odsetkami od 28 listopada 2012r., oddalając dalsze powództwo; zmienia go także w punkcie III w ten sposób, że zasądza od powoda na rzecz pozwanej 948 zł kosztów procesu;II. w pozostałym zakresie apelację oddala; III. nie obciąża powoda kosztami postępowania apelacyjnego";574.0
2305;14764;"sygn. akt VIII C 1090I. zmienia zaskarżony wyrok w punkcie II w ten sposób, że zasądza od strony pozwanej na rzecz powoda dalszą kwotę 3000 zł (trzy tysiące złotych) z ustawowymi odsetkami od dnia 3 września 2011r. do dnia zapłaty, nie naruszając dalszego rozstrzygnięcia tego punktu, zmienia go także w punkcie III, w ten sposób, że zasądza od strony pozwanej na rzecz powoda dalszą kwotę 1236,88 zł;II. oddala apelację w pozostałym zakresie;III. zasądza od strony pozwanej na rzecz powoda 315 zł kosztów postępowania apelacyjnego";4236.88
2306;15593;"sygn. akt I C 345I. zmienia zaskarżony wyrok w punkcie I w ten sposób, że usuwa niezgodność między treścią księgi wieczystej numer (...)prowadzonej przez Sąd Rejonowy w Oleśnicy, a rzeczywistym stanem prawnym, poprzez wykreślenie Gminy D.w dziale II tej księgi jako właściciela działek położonych w miejscowości K., Gmina D.: numer (...)o powierzchni 0,0323 ha; numer (...)o powierzchni 0,1624 ha; numer (...)o powierzchni 0,1474 ha a następnie odłączenie i założenie dla wskazanych powyżej działek nowej księgi wieczystej z wpisaniem w dziale II tej księgi wieczystej jako właścicieli tych działek K. P.i G. P.na zasadzie wspólności ustawowej majątkowej małżeńskiej; zmienia go także w punkcie II w ten sposób, że zasądza od pozwanych solidarnie na rzecz powoda 20.579 zł tytułem kosztów procesu;II. zasądza od pozwanych solidarnie na rzecz powoda kwotę 33.958 zł tytułem kosztów procesu w postępowaniu apelacyjnym i kasacyjnym";33958.0
2307;17126;"sygn. akt I C 486I. oddala apelację;II. zasądza od pozwanego na rzecz powódki kwotę 600 zł kosztów postępowania apelacyjnego";600.0
2308;16577;"sygn. akt VIII C 1414I. oddala apelację; II. zasądza od pozwanego na rzecz strony powodowej 1200 zł kosztów postępowania apelacyjnego;III. przyznaje adwokatowi W. G. od Skarbu Państwa – Sądu Rejonowego dla Wrocławia-Śródmieścia we Wrocławiu 1200 zł tytułem kosztów nieopłaconej pomocy prawnej udzielonej pozwanemu z urzędu w postępowaniu apelacyjnym oraz należny podatek od towarów i usług";0
2309;176537;"I. zasądza od powódki K. G. na rzecz pozwanego (...) S.A. w W. kwotę 765,73 tytułem zwrotu kosztów procesu;IV. zwraca powódce K. G. ze Skarbu Państwa- Sądu Rejonowego w Ząbkowicach Śląskich kwotę 109,46zł tytułem nadpłaconej zaliczki";
2310;17726;"sygn. akt I C 895I. oddala apelację; II. zasądza od powoda na rzecz strony pozwanej 90 zł kosztów postępowania apelacyjnego";0
2311;12796;"sygn. akt I C 404I. oddala apelację;II. zasądza od powoda na rzecz strony pozwanej 60zł postępowania apelacyjnego";0
2312;17725;"sygn. akt I C 1I. zmienia zaskarżony wyrok w ten sposób, że powództwo oddala;II. zasądza od powoda na rzecz pozwanego kwotę 3.217 zł (trzy tysiące dwieście siedemnaście złotych) tytułem zwrotu kosztów postępowania apelacyjnego";3217.0
2313;17911;"sygn. akt I C 508I. oddala apelację; II. zasądza od strony pozwanej na rzecz powoda kwotę 90 zł wraz z należnym podatkiem od towarów i usług tytułem kosztów zastępstwa prawnego udzielonego powodowi z urzędu w postępowaniu apelacyjnym przez adwokata A. G";90.0
2314;17831;"sygn. akt I C 379I. oddala apelację; II. zasądza od pozwanego na rzecz strony powodowej 1200 zł kosztów postępowania apelacyjnego";0
2315;17912;"II. w pozostałym zakresie oddala apelację;III. znosi wzajemnie koszty postępowania apelacyjnego";0
2316;17913;"sygn. akt IC 799I. oddala apelację;II. zasądza od powódki na rzecz strony pozwanej 600zł kosztów postępowania apelacyjnego";0
2317;18122;"sygn. akt I C 180I. oddala apelację;II. zasądza od powoda na rzecz strony pozwanej 300 zł kosztów postępowania apelacyjnego";0
2318;18124;"sygn. akt VI C 1477I. oddala apelację; II. zasądza od strony pozwanej na rzecz powoda 600 zł kosztów postępowania apelacyjnego";0
2319;18123;"sygn. akt IC 801I. oddala apelację;II. zasądza od strony pozwanej na rzecz adw. I. P. 300zł wraz z należnym podatkiem VAT tytułem nieopłaconej pomocy prawnej udzielonej powodowi z urzędu w postępowaniu apelacyjnym";0
2320;18125;"sygn. akt XIV C 282I. zmienia zaskarżony wyrok w pkt I w ten sposób, że zasądza od strony pozwanej Towarzystwa (...) S.A w W. na rzecz powoda K. M. kwotę 10000zł (dziesięć tysięcy złotych) z ustawowymi odsetkami od dnia 9 czerwca 2010 r. do dnia zapłaty, oddalając powództwo w pozostałym zakresie;II. w pozostałym zakresie apelację oddala;III. nie obciąża powoda kosztami postępowania apelacyjnego na rzecz strony pozwanej;IV. nakazuje stronie pozwanej aby uiściła na rzecz Skarbu Państwa Sądu Rejonowego dla Wrocławia- Fabrycznej we Wrocławiu kwotę 1052 zł tytułem brakujących kosztów sądowych";
2321;19844;"sygn. akt IC 366I. oddala apelację;II. zasądza od pozwanej na rzecz strony powodowej 1200zł kosztów zastępstwa w postępowaniu apelacyjnym;III. zasądza od Skarbu Państwa Sądu Rejonowego w Trzebnicy na rzecz adw. M. J. 1200zł wraz z należnym podatkiem VAT tytułem nieopłaconej pomocy prawnej udzielonej pozwanej z urzędu w postępowaniu apelacyjnym";0
2322;20168;sygn. akt VI C 1075oddala apelację;0
2323;20169;"sygn. akt VI C 1429I. zmienia zaskarżony wyrok w punkcie I i II w ten sposób, że powództwo oddala; odrzuca apelację o ile dotyczy ona punktu III zaskarżonego wyroku i zasądza od powoda na rzecz strony pozwanej kwotę 3600 zł kosztów procesu;II. zasądza od powoda na rzecz strony pozwanej kwotę 4536 zł kosztów postępowania apelacyjnego";8136.0
2324;20170;sygn. akt IX C 945oddala apelację;0
2325;20378;sygn. akt I C 1217zmienia zaskarżony wyrok w punkcie II w ten sposób, że ustala, iż pozwanemu M. G. nie przysługuje prawo do lokalu socjalnego i uchyla orzeczenie o wstrzymaniu wykonania wyroku w tym zakresie;0
2326;20382;sygn. akt I C 668uchyla zaskarżony wyrok i sprawę przekazuje do ponownego rozpoznania Sądowi Rejonowemu dla Wrocławia-Krzyków we Wrocławiu;0
2327;20383;oddala apelację;0
2328;20384;"sygn. akt XIV C 144I. oddala apelację;II. zasądza od powoda na rzecz strony pozwanej 1200 zł kosztów postępowania apelacyjnego";0
2329;20385;"sygn. akt VIII C 1160I. oddala apelację; II. odstępuje od obciążenia strony powodowej kosztami postępowania apelacyjnego";0
2330;20808;"sygn. akt XIV C 1259I. zmienia zaskarżony wyrok w punkcie II w ten sposób, że kwotę 107,83 zł zasądza bez odsetek ustawowych oraz oddala powództwo co do kwoty 958,91zł; zmienia go także w punkcie I w ten sposób, że punkt ten uchyla oraz w punkcie IV w ten sposób, że zasądza od powoda na rzecz pozwanego 197 zł kosztów procesu;II. apelację w pozostałym zakresie oddala;III. zasądza od powoda na rzecz pozwanego 120zł kosztów postępowania apelacyjnego";107.83
2331;20810;sygn. akt I C 279uchyla zaskarżony wyrok i sprawę przekazuje Sądowi Rejonowemu w Oleśnicy do ponownego rozpoznania;0
2332;20811;"sygn. akt XIV C 1286I. oddala apelację; II. zasądza od strony pozwanej na rzecz powoda 1200 zł kosztów postępowania apelacyjnego";0
2333;20953;"sygn. akt VIII C 350I. oddala apelację;II. zasądza od powoda na rzecz strony pozwanej 60 zł kosztów procesu w postępowaniu apelacyjnym";0
2334;20954;"sygn. akt VI C 761I. zmienia zaskarżony wyrok w punkcie I w ten sposób, że zasądzone na rzecz powódek kwoty obniża do kwot po 24.207 zł, oddalając dalej idące powództwo; zmienia go także w pkt III w ten sposób, że wysokość V raty na rzecz każdej z powódek określa na 4.299 zł; zmienia go ponadto w pkt IV w ten sposób, że zasądza od pozwanej na rzecz każdej z powódek po 1.536 zł tytułem zwrotu kosztów procesu;II. zasądza od pozwanej na rzecz każdej z powódek po 600 zł kosztów postępowania apelacyjnego";0
2335;20955;"1 zmienia zaskarżony wyrok w pkt I i II w ten sposób, że zwalnia samochód osobowy marki R. (...), rok produkcji 2004, nr rej. (...)(poprzednio (...)) numer VIN (...)od egzekucji prowadzonej przez Komornika Sądowego przy Sądzie Rejonowym w Oleśnicy T. S.w sprawie egzekucyjnej z wniosku Skarbu Państwa - Starosty Powiatu (...)przeciwko T. w S., sygn. aktKM 1584 oraz zasądza od strony pozwanej na rzecz strony powodowej kwotę 1317 zł tytułem kosztów procesu;II zasądza od strony pozwanej na rzecz strony powodowej kwotę 300 złtytułem kosztów postępowania apelacyjnego";1617.0
2336;182326;"I. zasądza od pozwanej M. M. (1) na rzecz strony powodowej Gminy W. kwotę 2 244,55,- zł (słownie: dwa tysiące dwieście czterdzieści cztery złote, 55) z ustawowymi odsetkami liczonymi od kwot:–1 084, 72,- zł od dnia 1 października 2014 r do dnia zapłaty;–1 159, 83,- zł od dnia 13 listopada 2014 r";
2337;21173;"sygn. akt VI C 16I. oddala apelację;II. zasądza od powoda na rzecz strony pozwanej 60 zł kosztów postępowania apelacyjnego";0
2338;21174;sygn. akt VI C 741oddala apelację;0
2339;21244;"sygn. akt I C 287I. oddala apelację; II. przyznaje od Skarbu Państwa – Sądu Rejonowego dla Wrocławia-Fabrycznej we Wrocławiu na rzecz adwokata P. M. 60 zł kosztów nieopłaconej pomocy prawnej udzielonej pozwanym z urzędu w postępowaniu apelacyjnym oraz 13,80 zł podatku od towarów i usług";0
2340;21245;sygn. akt IX Cupr47oddala apelację;0
2341;24184;"sygn. akt VI C 669I. zmienia zaskarżony wyrok w ten sposób, że powództwo oddala i zasądza od powódki na rzecz strony pozwanej 617 zł (sześćset siedemnaście złotych) kosztów procesu;II. zasądza od powódki na rzecz strony pozwanej 396 zł kosztów postępowania apelacyjnego";0
2342;25099;"sygn. akt I C 94I. oddala apelację; II. zasądza od pozwanego na rzecz powoda 180 zł kosztów postępowania apelacyjnego";0
2343;25611;sygn. akt VI C 1058oddala apelację;0
2344;25614;"sygn. akt I C 449I. zmienia zaskarżony wyrok w punkcie IV w ten sposób, że nie obciąża powodów kosztami procesu; II. w pozostałym zakresie apelację oddala; III. zasądza od pozwanych na rzecz każdego z powodów po 300 zł kosztów procesu w postępowaniu apelacyjnym";0
2345;25615;sygn. akt I C 1040uchyla zaskarżony wyrok i sprawę przekazuje do ponownego rozpoznania Sądowi Rejonowemu dla Wrocławia-Krzyków we Wrocławiu;0
2346;25616;"sygn. akt V C 5I. oddala apelację; II. zasądza od pozwanych solidarnie na rzecz powódki 600 zł kosztów postępowania apelacyjnego";0
2347;25785;"sygn. akt I C 369I. oddala apelację; II. zasądza od strony pozwanej na rzecz powoda 300 zł kosztów postępowania apelacyjnego";0
2348;25794;"sygn. akt I C 91I. zmienia zaskarżony wyrok w punkcie II w ten sposób, że zasądza od strony pozwanej (...) Bank S.A. w W. na rzecz powódki A. T. dalszą kwotę 1059,87 zł (jeden tysiąc pięćdziesiąt dziewięć złotych i osiemdziesiąt siedem groszy) z ustawowymi odsetkami od 15 marca 2013r.; II. oddala apelację powódki w pozostałym zakresie oraz apelację strony pozwanej; III. zasądza od strony pozwanej na rzecz powódki 443 zł kosztów procesu w postępowaniu apelacyjnym";1059.87
2349;25795;"sygn. akt I C 1060I. oddala obie apelacje;II. nie obciąża powódki kosztami postępowania apelacyjnego na rzecz strony pozwanej";0
2350;25796;sygn. akt IX C 66oddala apelację ;0
2351;25906;"sygn. akt IX C 48I. zmienia zaskarżony wyrok w punkcie II w ten sposób, że zasądza od strony pozwanej na rzecz strony powodowej dalszą kwotę 599,84 zł (pięćset dziewięćdziesiąt dziewięć złotych i 84) z ustawowymi odsetkami od 16 stycznia 2010r. do dnia zapłaty, nie naruszając dalszego rozstrzygnięcia tego punktu oraz zmienia go w punkcie III w ten sposób, że zasądza od strony pozwanej na rzecz strony powodowej 231 zł kosztów procesu; II. oddala apelację w pozostałym zakresie; III. znosi wzajemnie koszty postępowania apelacyjnego";599.84
2352;25913;"sygn. akt I C 771I. zmienia zaskarżony wyrok w punkcie I w ten sposób, że zasądza od strony pozwanej (...) Sp. z o.o. w P. na rzecz powódki kwotę 5234 zł wraz z ustawowymi odsetkami od dnia 1 października 2010r. ; zmienia go również w punkcie II w ten sposób, że zasadza od strony pozwanej na rzecz powódki kwotę 250 zł tytułem zwrotu kosztów procesu;II. zasądza od strony pozwanej na rzecz powódki kwotę 250 zł tytułem zwrotu kosztów postępowania apelacyjnego";5734.0
2353;25921;"sygn. akt I C 18I. zmienia zaskarżony wyrok w punkcie I o tyle tylko, że odsetki od kwoty 22500 zł zasądza od dnia 22 lipca 2008r., a od kwoty 1418 zł od dnia 2 lutego 2013r. do dnia zapłaty, oddalając powództwo co do odsetek w pozostałym zakresie;II. w pozostałej części apelację oddala;III. zasądza od pozwanego na rzecz powoda 1200 zł kosztów procesu w postępowaniu apelacyjnym";0
2354;25924;"sygn. akt I C 1018I. oddala apelację; II. zasądza od powoda na rzecz pozwanej 300 zł kosztów postępowania apelacyjnego";0
2355;60202;II. nie obciąża strony pozwanej kosztami procesu poniesionymi przez powódkę;0
2356;157869;- o zapłatę;0
2357;25907;"sygn. akt IX C 361I. zmienia zaskarżony wyrok w pkt I w ten sposób, że zasądzoną nim kwotę obniża do 14.040 zł (czternaście tysięcy czterdzieści zł) nie naruszając pozostałych postanowień tego punktu wyroku; zmienia zaskarżony wyrok także w pkt IV w ten sposób, że zasądza od powódki na rzecz strony pozwanej kwotę 2245,77 zł kosztów procesu oraz w pkt V w ten sposób, że przyznaje od Skarbu Państwa na rzecz adwokat D. K. kwotę 4.428 zł kosztów nieopłaconej pomocy prawnej udzielonej powódce z urzędu, a także w pkt VI w ten sposób, że nakazuje stronie pozwanej, aby uiściła na rzecz Skarbu Państwa - Sądu Rejonowego dla Wrocławia- Śródmieścia kwotę 1255,56 zł nieopłaconych kosztów sądowych oraz w pkt VII w ten sposób, że odstępuje od obciążania powódki obowiązkiem uiszczenia nieopłaconych kosztów sądowych na rzecz Skarbu Państwa;II. zasądza od powódki na rzecz strony pozwanej kwotę 1113,12 zł tytułem kosztów postępowania apelacyjnego;III. przyznaje od Skarbu Państwa na rzecz adwokat D. K. kwotę 2214 zł kosztów nieopłaconej pomocy prawnej udzielonej powódce z urzędu w postępowaniu apelacyjnym";
2358;25929;"sygn. akt I C 626I. oddala apelację; II. nie obciąża powódki kosztami postępowania apelacyjnego";0
2359;20167;"sygn. akt I C 475I. oddala apelację;II. zasądza od pozwanej na rzecz strony powodowej 60 zł kosztów postępowania apelacyjnego";0
2360;27621;sygn. akt XIV C upr 1607 oddala apelację ;0
2361;27132;"sygn. akt I C 442I. zmienia zaskarżony wyrok w punkcie III w ten sposób, że zasądza od strony pozwanej na rzecz powoda 900 zł kosztów procesu oraz w punkcie IV w ten sposób, że kosztami sądowymi w kwocie 713 zł obciąża stronę pozwaną;II. oddala apelację w pozostałym zakresie;III. nie obciąża powoda kosztami postępowania apelacyjnego";713.0
2362;29869;"sygn. akt IX C 366I. zmienia zaskarżony wyrok w punkcie I w ten sposób, że zasądzoną w nim kwotę 6000 zł obniża do kwoty 3500 zł (trzy tysiące pięćset złotych) z ustawowymi odsetkami od 30 maja 2011r. do dnia zapłaty i oddala dalej idące powództwo; zmienia go także w punkcie II w ten sposób, że zasądza od pozwanego na rzecz powoda 858,92 zł kosztów procesu;II. nie obciąża powoda kosztami postępowania apelacyjnego na rzecz pozwanego";6000.0
